path_fcgr	label	sample_id	tarfile	pred	prob	true_positive
data/fcgr/6mer/citrobacter_rodentium__01/SAMEA3489765.npy	citrobacter_rodentium	SAMEA3489765	citrobacter_rodentium__01	citrobacter_rodentium	0.9954330921173096	True
data/fcgr/6mer/dustbin__05/SAMEA3217954.npy	citrobacter_sp._92	SAMEA3217954	dustbin__05	citrobacter_sp._92	0.5787122845649719	True
data/fcgr/6mer/dustbin__07/SAMN03577205.npy	citrobacter_sp._fdaargos_156	SAMN03577205	dustbin__07	citrobacter_sp._fdaargos_156	0.8316693305969238	True
data/fcgr/6mer/dustbin__21/SAMN08438834.npy	clavibacter_capsici	SAMN08438834	dustbin__21	clavibacter_capsici	0.6093341708183289	True
data/fcgr/6mer/dustbin__11/SAMN06473667.npy	cloacibacillus_porcorum	SAMN06473667	dustbin__11	cloacibacillus_porcorum	0.7448980212211609	True
data/fcgr/6mer/clostridioides_difficile__03/SAMN05219388.npy	clostridioides_difficile	SAMN05219388	clostridioides_difficile__03	clostridioides_difficile	0.9998587369918823	True
data/fcgr/6mer/dustbin__06/SAMN04488695.npy	clostridium_beijerinckii	SAMN04488695	dustbin__06	clostridium_beijerinckii	0.3681008815765381	True
data/fcgr/6mer/clostridium_botulinum__01/SAMN03779952.npy	clostridium_botulinum	SAMN03779952	clostridium_botulinum__01	clostridium_botulinum	0.9924607872962952	True
data/fcgr/6mer/dustbin__02/SAMN05208721.npy	clostridium_butyricum	SAMN05208721	dustbin__02	clostridium_butyricum	0.9300903081893921	True
data/fcgr/6mer/dustbin__03/SAMN06699289.npy	clostridium_chauvoei	SAMN06699289	dustbin__03	clostridium_chauvoei	0.9972623586654663	True
data/fcgr/6mer/dustbin__14/SAMN05446037.npy	clostridium_formicaceticum	SAMN05446037	dustbin__14	clostridium_formicaceticum	0.37132829427719116	True
data/fcgr/6mer/dustbin__02/SAMN03459581.npy	clostridium_ljungdahlii	SAMN03459581	dustbin__02	clostridium_ljungdahlii	0.40703439712524414	True
data/fcgr/6mer/clostridium_perfringens__01/SAMEA4384531.npy	clostridium_perfringens	SAMEA4384531	clostridium_perfringens__01	clostridium_perfringens	0.9999675750732422	True
data/fcgr/6mer/dustbin__15/SAMN02584941.npy	clostridium_sp._bnl1100	SAMN02584941	dustbin__15	clostridium_sp._bnl1100	0.36219191551208496	True
data/fcgr/6mer/dustbin__08/SAMN04515618.npy	collimonas_fungivorans	SAMN04515618	dustbin__08	collimonas_fungivorans	0.9891184568405151	True
data/fcgr/6mer/dustbin__12/SAMN06473749.npy	collinsella_aerofaciens	SAMN06473749	dustbin__12	collinsella_aerofaciens	0.9386147260665894	True
data/fcgr/6mer/dustbin__18/SAMN07428462.npy	colwellia_psychrerythraea	SAMN07428462	dustbin__18	colwellia_psychrerythraea	0.9991102814674377	True
data/fcgr/6mer/dustbin__12/SAMN02744986.npy	colwellia_sp._mt41	SAMN02744986	dustbin__12	colwellia_sp._mt41	0.9210949540138245	True
data/fcgr/6mer/dustbin__20/SAMEA4806793.npy	comamonas_kerstersii	SAMEA4806793	dustbin__20	comamonas_kerstersii	0.9688016176223755	True
data/fcgr/6mer/dustbin__20/SAMN03021515.npy	comamonas_testosteroni	SAMN03021515	dustbin__20	comamonas_testosteroni	0.8382229804992676	True
data/fcgr/6mer/dustbin__13/SAMN08777686.npy	conexibacter_woesei	SAMN08777686	dustbin__13	conexibacter_woesei	0.8117510080337524	True
data/fcgr/6mer/dustbin__18/SAMEA3319376.npy	corynebacterium_atypicum	SAMEA3319376	dustbin__18	corynebacterium_atypicum	0.896233856678009	True
data/fcgr/6mer/dustbin__08/SAMN04498616.npy	corynebacterium_aurimucosum	SAMN04498616	dustbin__08	corynebacterium_aurimucosum	0.9876387119293213	True
data/fcgr/6mer/dustbin__11/SAMN02194468.npy	corynebacterium_callunae	SAMN02194468	dustbin__11	corynebacterium_callunae	0.956464946269989	True
data/fcgr/6mer/corynebacterium_diphtheriae__01/SAMN07946438.npy	corynebacterium_diphtheriae	SAMN07946438	corynebacterium_diphtheriae__01	corynebacterium_diphtheriae	0.9973633885383606	True
data/fcgr/6mer/dustbin__21/SAMEA2298660.npy	corynebacterium_falsenii	SAMEA2298660	dustbin__21	corynebacterium_falsenii	0.4949409067630768	True
data/fcgr/6mer/dustbin__21/SAMN02923862.npy	corynebacterium_genitalium	SAMN02923862	dustbin__21	corynebacterium_genitalium	0.4127821624279022	True
data/fcgr/6mer/dustbin__19/SAMN06296966.npy	corynebacterium_glutamicum	SAMN06296966	dustbin__19	corynebacterium_glutamicum	0.9855302572250366	True
data/fcgr/6mer/dustbin__01/SAMN02641060.npy	corynebacterium_jeikeium	SAMN02641060	dustbin__01	corynebacterium_jeikeium	0.9820315837860107	True
data/fcgr/6mer/dustbin__12/SAMEA3594190.npy	corynebacterium_kroppenstedtii	SAMEA3594190	dustbin__12	corynebacterium_kroppenstedtii	0.9669582843780518	True
data/fcgr/6mer/dustbin__22/SAMEA4556004.npy	corynebacterium_riegelii	SAMEA4556004	dustbin__22	corynebacterium_riegelii	0.8843777775764465	True
data/fcgr/6mer/dustbin__15/SAMN04480362.npy	corynebacterium_simulans	SAMN04480362	dustbin__15	corynebacterium_simulans	0.9664023518562317	True
data/fcgr/6mer/dustbin__11/SAMEA2738421.npy	corynebacterium_sp._nml98-0116	SAMEA2738421	dustbin__11	corynebacterium_sp._nml98-0116	0.7426617741584778	True
data/fcgr/6mer/dustbin__21/SAMN03197499.npy	corynebacterium_sphenisci	SAMN03197499	dustbin__21	corynebacterium_sphenisci	0.8893047571182251	True
data/fcgr/6mer/dustbin__04/SAMN00001507.npy	corynebacterium_striatum	SAMN00001507	dustbin__04	corynebacterium_striatum	0.9554247260093689	True
data/fcgr/6mer/dustbin__22/SAMD00012381.npy	corynebacterium_ulcerans	SAMD00012381	dustbin__22	corynebacterium_ulcerans	0.5908966064453125	True
data/fcgr/6mer/dustbin__11/SAMN04480462.npy	corynebacterium_ureicelerivorans	SAMN04480462	dustbin__11	corynebacterium_ureicelerivorans	0.9953525066375732	True
data/fcgr/6mer/dustbin__01/SAMN08029052.npy	coxiella_burnetii	SAMN08029052	dustbin__01	coxiella_burnetii	0.9984700083732605	True
data/fcgr/6mer/dustbin__14/SAMN03135652.npy	cronobacter_dublinensis	SAMN03135652	dustbin__14	cronobacter_dublinensis	0.9784635901451111	True
data/fcgr/6mer/dustbin__03/SAMN04329654.npy	cronobacter_muytjensii	SAMN04329654	dustbin__03	cronobacter_muytjensii	0.34402310848236084	True
data/fcgr/6mer/cronobacter_sakazakii__01/SAMN04329629.npy	cronobacter_sakazakii	SAMN04329629	cronobacter_sakazakii__01	cronobacter_sakazakii	0.9946147799491882	True
data/fcgr/6mer/dustbin__06/SAMN09426142.npy	cronobacter_turicensis	SAMN09426142	dustbin__06	cronobacter_turicensis	0.7614803314208984	True
data/fcgr/6mer/dustbin__17/SAMN05216274.npy	cryobacterium_arcticum	SAMN05216274	dustbin__17	cryobacterium_arcticum	0.6285723447799683	True
data/fcgr/6mer/dustbin__03/SAMN07944236.npy	cryobacterium_sp._lw097	SAMN07944236	dustbin__03	cryobacterium_sp._lw097	0.9546677470207214	True
data/fcgr/6mer/dustbin__18/SAMEA1094356.npy	cupriavidus_gilardii	SAMEA1094356	dustbin__18	cupriavidus_gilardii	0.975807785987854	True
data/fcgr/6mer/dustbin__10/SAMN03649437.npy	cupriavidus_metallidurans	SAMN03649437	dustbin__10	cupriavidus_metallidurans	0.8289089798927307	True
data/fcgr/6mer/dustbin__11/SAMN02256448.npy	cupriavidus_necator	SAMN02256448	dustbin__11	cupriavidus_necator	0.2552019953727722	True
data/fcgr/6mer/dustbin__03/SAMN03649468.npy	cupriavidus_taiwanensis	SAMN03649468	dustbin__03	cupriavidus_taiwanensis	0.33768126368522644	True
data/fcgr/6mer/dustbin__12/SAMEA3642898.npy	curtobacterium_pusillum	SAMEA3642898	dustbin__12	curtobacterium_pusillum	0.3900758624076843	True
data/fcgr/6mer/cutibacterium_acnes__01/SAMN04480433.npy	cutibacterium_acnes	SAMN04480433	cutibacterium_acnes__01	cutibacterium_acnes	0.9984923601150513	True
data/fcgr/6mer/dustbin__16/SAMN00862112.npy	cutibacterium_avidum	SAMN00862112	dustbin__16	cutibacterium_avidum	0.9953822493553162	True
data/fcgr/6mer/dustbin__10/SAMN09730342.npy	cutibacterium_granulosum	SAMN09730342	dustbin__10	cutibacterium_granulosum	0.9284444451332092	True
data/fcgr/6mer/dustbin__04/SAMN02744989.npy	cycloclasticus_zancles	SAMN02744989	dustbin__04	cycloclasticus_zancles	0.9976317882537842	True
data/fcgr/6mer/dustbin__04/SAMN01797693.npy	cylindrospermum_stagnale	SAMN01797693	dustbin__04	cylindrospermum_stagnale	0.816258430480957	True
data/fcgr/6mer/dustbin__15/SAMN02256446.npy	cytophaga_hutchinsonii	SAMN02256446	dustbin__15	cytophaga_hutchinsonii	0.6520523428916931	True
data/fcgr/6mer/dustbin__21/SAMN02943815.npy	dehalococcoides_mccartyi	SAMN02943815	dustbin__21	dehalococcoides_mccartyi	0.9985402822494507	True
data/fcgr/6mer/dustbin__19/SAMN06457862.npy	dehalogenimonas_lykanthroporepellens	SAMN06457862	dustbin__19	dehalogenimonas_lykanthroporepellens	0.45137444138526917	True
data/fcgr/6mer/dustbin__12/SAMN02199320.npy	deinococcus_actinosclerus	SAMN02199320	dustbin__12	deinococcus_actinosclerus	0.9919582605361938	True
data/fcgr/6mer/dustbin__01/SAMN07451232.npy	deinococcus_radiodurans	SAMN07451232	dustbin__01	deinococcus_radiodurans	0.9999357461929321	True
data/fcgr/6mer/dustbin__13/SAMEA1571975.npy	delftia_tsuruhatensis	SAMEA1571975	dustbin__13	delftia_tsuruhatensis	0.9457173943519592	True
data/fcgr/6mer/dustbin__14/SAMN03433967.npy	dermabacter_vaginalis	SAMN03433967	dustbin__14	dermabacter_vaginalis	0.9461948871612549	True
data/fcgr/6mer/dustbin__19/SAMN05660706.npy	desulfallas_gibsoniae	SAMN05660706	dustbin__19	desulfallas_gibsoniae	0.9060195088386536	True
data/fcgr/6mer/dustbin__08/SAMN02745216.npy	desulfatibacillum_alkenivorans	SAMN02745216	dustbin__08	desulfatibacillum_alkenivorans	0.9982194304466248	True
data/fcgr/6mer/dustbin__10/SAMN02261389.npy	desulfitobacterium_dehalogenans	SAMN02261389	dustbin__10	desulfitobacterium_dehalogenans	0.8323286771774292	True
data/fcgr/6mer/dustbin__11/SAMN02232012.npy	desulfitobacterium_dichloroeliminans	SAMN02232012	dustbin__11	desulfitobacterium_dichloroeliminans	0.8966665863990784	True
data/fcgr/6mer/dustbin__22/SAMN02256454.npy	desulfitobacterium_hafniense	SAMN02256454	dustbin__22	desulfitobacterium_hafniense	0.8149286508560181	True
data/fcgr/6mer/dustbin__02/SAMN02261381.npy	desulfobacter_postgatei	SAMN02261381	dustbin__02	desulfobacter_postgatei	0.7633512616157532	True
data/fcgr/6mer/dustbin__11/SAMN02744802.npy	desulfocapsa_sulfexigens	SAMN02744802	dustbin__11	desulfocapsa_sulfexigens	0.6549975872039795	True
data/fcgr/6mer/dustbin__06/SAMN04488082.npy	desulfomicrobium_baculatum	SAMN04488082	dustbin__06	desulfomicrobium_baculatum	0.5811012387275696	True
data/fcgr/6mer/dustbin__06/SAMN05443529.npy	desulfosporosinus_meridiei	SAMN05443529	dustbin__06	desulfosporosinus_meridiei	0.7420322895050049	True
data/fcgr/6mer/dustbin__16/SAMN02441786.npy	desulfotomaculum_nigrificans	SAMN02441786	dustbin__16	desulfotomaculum_nigrificans	0.9420021176338196	True
data/fcgr/6mer/dustbin__07/SAMN00713633.npy	desulfotomaculum_ruminis	SAMN00713633	dustbin__07	desulfotomaculum_ruminis	0.8409044742584229	True
data/fcgr/6mer/dustbin__10/SAMN01923204.npy	desulfovibrio_africanus	SAMN01923204	dustbin__10	desulfovibrio_africanus	0.9981569647789001	True
data/fcgr/6mer/dustbin__09/SAMN02194612.npy	desulfovibrio_alaskensis	SAMN02194612	dustbin__09	desulfovibrio_alaskensis	0.9005951285362244	True
data/fcgr/6mer/dustbin__21/SAMD00093506.npy	desulfovibrio_fairfieldensis	SAMD00093506	dustbin__21	desulfovibrio_fairfieldensis	0.2755042314529419	True
data/fcgr/6mer/dustbin__19/SAMN02199399.npy	desulfovibrio_hydrothermalis	SAMN02199399	dustbin__19	desulfovibrio_hydrothermalis	0.6340268850326538	True
data/fcgr/6mer/dustbin__14/SAMN00120098.npy	desulfovibrio_vulgaris	SAMN00120098	dustbin__14	desulfovibrio_vulgaris	0.9834256768226624	True
data/fcgr/6mer/dustbin__05/SAMEA3642978.npy	devosia_sp._a16	SAMEA3642978	dustbin__05	devosia_sp._a16	0.9277230501174927	True
data/fcgr/6mer/dustbin__12/SAMN08777838.npy	devosia_sp._i507	SAMN08777838	dustbin__12	devosia_sp._i507	0.9469894766807556	True
data/fcgr/6mer/dichelobacter_nodosus__01/SAMEA2538914.npy	dichelobacter_nodosus	SAMEA2538914	dichelobacter_nodosus__01	dichelobacter_nodosus	0.9996675252914429	True
data/fcgr/6mer/dustbin__16/SAMN05421775.npy	dinoroseobacter_shibae	SAMN05421775	dustbin__16	dinoroseobacter_shibae	0.33358243107795715	True
data/fcgr/6mer/dustbin__08/SAMN00262689.npy	dokdonia_sp._4h-3-7-5	SAMN00262689	dustbin__08	dokdonia_sp._4h-3-7-5	0.9950401186943054	True
data/fcgr/6mer/dustbin__11/SAMN05444280.npy	draconibacterium_orientale	SAMN05444280	dustbin__11	draconibacterium_orientale	0.909217119216919	True
data/fcgr/6mer/dustbin__12/SAMN02199226.npy	dyadobacter_fermentans	SAMN02199226	dustbin__12	dyadobacter_fermentans	0.789909303188324	True
data/fcgr/6mer/dustbin__06/SAMN08779348.npy	dyella_japonica	SAMN08779348	dustbin__06	dyella_japonica	0.38456982374191284	True
data/fcgr/6mer/dustbin__03/SAMN07774668.npy	edwardsiella_tarda	SAMN07774668	dustbin__03	edwardsiella_tarda	0.9995428323745728	True
data/fcgr/6mer/dustbin__11/SAMN06473669.npy	eggerthella_lenta	SAMN06473669	dustbin__11	eggerthella_lenta	0.993564784526825	True
data/fcgr/6mer/dustbin__21/SAMN02367293.npy	ehrlichia_chaffeensis	SAMN02367293	dustbin__21	ehrlichia_chaffeensis	0.9975317716598511	True
data/fcgr/6mer/dustbin__05/SAMD00050887.npy	ehrlichia_ruminantium	SAMD00050887	dustbin__05	ehrlichia_ruminantium	0.996656060218811	True
data/fcgr/6mer/dustbin__04/SAMD00012423.npy	eikenella_corrodens	SAMD00012423	dustbin__04	eikenella_corrodens	0.9989494681358337	True
data/fcgr/6mer/elizabethkingia_anophelis__01/SAMEA3914702.npy	elizabethkingia_anophelis	SAMEA3914702	elizabethkingia_anophelis__01	elizabethkingia_anophelis	0.9913625121116638	True
data/fcgr/6mer/dustbin__19/SAMEA20464918.npy	elizabethkingia_meningoseptica	SAMEA20464918	dustbin__19	elizabethkingia_meningoseptica	0.9869197010993958	True
data/fcgr/6mer/dustbin__07/SAMN06454896.npy	elusimicrobium_minutum	SAMN06454896	dustbin__07	elusimicrobium_minutum	0.7880873084068298	True
data/fcgr/6mer/dustbin__13/SAMEA2172057.npy	endozoicomonas_montiporae	SAMEA2172057	dustbin__13	endozoicomonas_montiporae	0.3961372971534729	True
data/fcgr/6mer/dustbin__02/SAMEA3643016.npy	ensifer_adhaerens	SAMEA3643016	dustbin__02	ensifer_adhaerens	0.9477706551551819	True
data/fcgr/6mer/dustbin__19/SAMN04158295.npy	enterobacter_bugandensis	SAMN04158295	dustbin__19	enterobacter_bugandensis	0.6948193311691284	True
data/fcgr/6mer/enterobacter_cloacae__01/SAMN04407776.npy	enterobacter_cloacae	SAMN04407776	enterobacter_cloacae__01	enterobacter_cloacae	0.9666464328765869	True
data/fcgr/6mer/dustbin__10/SAMEA104283457.npy	enterobacter_cloacae_complex_sp.	SAMEA104283457	dustbin__10	enterobacter_cloacae_complex_sp.	0.3720022141933441	True
data/fcgr/6mer/enterobacter_hormaechei__01/SAMEA2080270.npy	enterobacter_hormaechei	SAMEA2080270	enterobacter_hormaechei__01	enterobacter_hormaechei	0.8472098112106323	True
data/fcgr/6mer/dustbin__17/SAMEA3647764.npy	enterobacter_sp._fy-07	SAMEA3647764	dustbin__17	enterobacter_sp._fy-07	0.5976926684379578	True
data/fcgr/6mer/dustbin__04/SAMEA3480884.npy	enterobacter_sp._sa187	SAMEA3480884	dustbin__04	enterobacter_sp._sa187	0.7066541910171509	True
data/fcgr/6mer/dustbin__22/SAMN06040413.npy	enterobacteriaceae_bacterium_w17	SAMN06040413	dustbin__22	enterobacteriaceae_bacterium_w17	0.3324066400527954	True
data/fcgr/6mer/dustbin__13/SAMN06163805.npy	enterococcus_casseliflavus	SAMN06163805	dustbin__13	enterococcus_casseliflavus	0.9402922987937927	True
data/fcgr/6mer/dustbin__19/SAMN00779860.npy	enterococcus_cecorum	SAMN00779860	dustbin__19	enterococcus_cecorum	0.977764904499054	True
data/fcgr/6mer/dustbin__16/SAMN09544987.npy	enterococcus_durans	SAMN09544987	dustbin__16	enterococcus_durans	0.9798540472984314	True
data/fcgr/6mer/enterococcus_faecalis__01/SAMEA3893733.npy	enterococcus_faecalis	SAMEA3893733	enterococcus_faecalis__01	enterococcus_faecalis	0.9989250302314758	True
data/fcgr/6mer/enterococcus_faecium__02/SAMEA4884573.npy	enterococcus_faecium	SAMEA4884573	enterococcus_faecium__02	enterococcus_faecium	0.9998190999031067	True
data/fcgr/6mer/dustbin__09/SAMN04477564.npy	enterococcus_gilvus	SAMN04477564	dustbin__09	enterococcus_gilvus	0.9871302247047424	True
data/fcgr/6mer/enterococcus_hirae__01/SAMN09489627.npy	enterococcus_hirae	SAMN09489627	enterococcus_hirae__01	enterococcus_hirae	0.9968525767326355	True
data/fcgr/6mer/dustbin__07/SAMN00809106.npy	enterococcus_mundtii	SAMN00809106	dustbin__07	enterococcus_mundtii	0.9918444752693176	True
data/fcgr/6mer/dustbin__15/SAMN09831766.npy	enterococcus_sp._cr-ec1	SAMN09831766	dustbin__15	enterococcus_sp._cr-ec1	0.3966817855834961	True
data/fcgr/6mer/dustbin__09/SAMEA3217959.npy	enterococcus_sp._fdaargos_375	SAMEA3217959	dustbin__09	enterococcus_sp._fdaargos_375	0.39800164103507996	True
data/fcgr/6mer/dustbin__02/SAMN00809117.npy	enterococcus_wangshanyuanii	SAMN00809117	dustbin__02	enterococcus_wangshanyuanii	0.8504372239112854	True
data/fcgr/6mer/dustbin__19/SAMN02584998.npy	entomoplasma_luminosum	SAMN02584998	dustbin__19	entomoplasma_luminosum	0.762412965297699	True
data/fcgr/6mer/dustbin__10/SAMN07722694.npy	erwinia_billingiae	SAMN07722694	dustbin__10	erwinia_billingiae	0.9944934844970703	True
data/fcgr/6mer/dustbin__10/SAMN07722693.npy	erwinia_tasmaniensis	SAMN07722693	dustbin__10	erwinia_tasmaniensis	0.7489182353019714	True
data/fcgr/6mer/erysipelothrix_rhusiopathiae__01/SAMD00029857.npy	erysipelothrix_rhusiopathiae	SAMD00029857	erysipelothrix_rhusiopathiae__01	erysipelothrix_rhusiopathiae	0.9999904632568359	True
data/fcgr/6mer/dustbin__19/SAMN03854114.npy	erysipelotrichaceae_bacterium_i46	SAMN03854114	dustbin__19	erysipelotrichaceae_bacterium_i46	0.8935743570327759	True
data/fcgr/6mer/dustbin__08/SAMN04580770.npy	erythrobacter_flavus	SAMN04580770	dustbin__08	erythrobacter_flavus	0.9781028628349304	True
data/fcgr/6mer/escherichia_albertii__01/SAMD00006202.npy	escherichia_albertii	SAMD00006202	escherichia_albertii__01	escherichia_albertii	0.9999743700027466	True
data/fcgr/6mer/escherichia_coli__18/SAMN08144279.npy	escherichia_coli	SAMN08144279	escherichia_coli__18	escherichia_coli	0.9999520778656006	True
data/fcgr/6mer/dustbin__14/SAMN05464487.npy	escherichia_fergusonii	SAMN05464487	dustbin__14	escherichia_fergusonii	0.9989820122718811	True
data/fcgr/6mer/dustbin__21/SAMEA1324948.npy	escherichia_marmotae	SAMEA1324948	dustbin__21	escherichia_marmotae	0.99608314037323	True
data/fcgr/6mer/dustbin__18/SAMN08777811.npy	eubacterium_limosum	SAMN08777811	dustbin__18	eubacterium_limosum	0.9683379530906677	True
data/fcgr/6mer/dustbin__15/SAMN03857009.npy	exiguobacterium_sp._mh3	SAMN03857009	dustbin__15	exiguobacterium_sp._mh3	0.9994738698005676	True
data/fcgr/6mer/dustbin__06/SAMN02923806.npy	ezakiella_massiliensis	SAMN02923806	dustbin__06	ezakiella_massiliensis	0.33693116903305054	True
data/fcgr/6mer/dustbin__06/SAMN00691192.npy	faecalibacterium_prausnitzii	SAMN00691192	dustbin__06	faecalibacterium_prausnitzii	0.930925190448761	True
data/fcgr/6mer/dustbin__10/SAMEA1027286.npy	faecalitalea_cylindroides	SAMEA1027286	dustbin__10	faecalitalea_cylindroides	0.6468693614006042	True
data/fcgr/6mer/dustbin__08/SAMN02745129.npy	ferrimonas_balearica	SAMN02745129	dustbin__08	ferrimonas_balearica	0.9061861038208008	True
data/fcgr/6mer/dustbin__11/SAMN05720487.npy	fibrobacter_succinogenes	SAMN05720487	dustbin__11	fibrobacter_succinogenes	0.9975751042366028	True
data/fcgr/6mer/dustbin__18/SAMN02745042.npy	filimonas_lacunae	SAMN02745042	dustbin__18	filimonas_lacunae	0.8108547925949097	True
data/fcgr/6mer/dustbin__21/SAMEA3319357.npy	finegoldia_magna	SAMEA3319357	dustbin__21	finegoldia_magna	0.7837744951248169	True
data/fcgr/6mer/dustbin__14/SAMN05157468.npy	fischerella_sp._nies-3754	SAMN05157468	dustbin__14	fischerella_sp._nies-3754	0.9842848777770996	True
data/fcgr/6mer/dustbin__17/SAMN02441755.npy	fischerella_sp._nies-4106	SAMN02441755	dustbin__17	fischerella_sp._nies-4106	0.6480070948600769	True
data/fcgr/6mer/dustbin__09/SAMN06163200.npy	flavisolibacter_tropicus	SAMN06163200	dustbin__09	flavisolibacter_tropicus	0.7652438282966614	True
data/fcgr/6mer/dustbin__08/SAMN05421789.npy	flavobacteriaceae_bacterium_3519-10	SAMN05421789	dustbin__08	flavobacteriaceae_bacterium_3519-10	0.7070132493972778	True
data/fcgr/6mer/dustbin__06/SAMEA104599851.npy	flavobacterium_columnare	SAMEA104599851	dustbin__06	flavobacterium_columnare	0.6261040568351746	True
data/fcgr/6mer/dustbin__04/SAMN06718530.npy	flavobacterium_commune	SAMN06718530	dustbin__04	flavobacterium_commune	0.7031471729278564	True
data/fcgr/6mer/dustbin__08/SAMN05444396.npy	flavobacterium_faecale	SAMN05444396	dustbin__08	flavobacterium_faecale	0.3723335564136505	True
data/fcgr/6mer/dustbin__15/SAMN05660918.npy	flavobacterium_indicum	SAMN05660918	dustbin__15	flavobacterium_indicum	0.3109797239303589	True
data/fcgr/6mer/flavobacterium_johnsoniae__01/SAMN09075523.npy	flavobacterium_johnsoniae	SAMN09075523	flavobacterium_johnsoniae__01	flavobacterium_johnsoniae	0.9662205576896667	True
data/fcgr/6mer/dustbin__12/SAMN05504826.npy	flavobacterium_psychrophilum	SAMN05504826	dustbin__12	flavobacterium_psychrophilum	0.8069701194763184	True
data/fcgr/6mer/dustbin__15/SAMN07621112.npy	flavobacterium_sp._aj004	SAMN07621112	dustbin__15	flavobacterium_sp._aj004	0.8634799122810364	True
data/fcgr/6mer/dustbin__11/SAMN06718567.npy	flavobacterium_sp._hyn0049	SAMN06718567	dustbin__11	flavobacterium_sp._hyn0049	0.973020613193512	True
data/fcgr/6mer/dustbin__10/SAMN06473772.npy	flavonifractor_plautii	SAMN06473772	dustbin__10	flavonifractor_plautii	0.9522141814231873	True
data/fcgr/6mer/dustbin__04/SAMEA1411908.npy	fluoribacter_dumoffii	SAMEA1411908	dustbin__04	fluoribacter_dumoffii	0.8193169236183167	True
data/fcgr/6mer/dustbin__17/SAMN02440859.npy	formosa_sp._hel1_31_208	SAMN02440859	dustbin__17	formosa_sp._hel1_31_208	0.813845157623291	True
data/fcgr/6mer/dustbin__13/SAMN03024266.npy	francisella_philomiragia	SAMN03024266	dustbin__13	francisella_philomiragia	0.99918133020401	True
data/fcgr/6mer/dustbin__17/SAMN07255129.npy	francisella_tularensis	SAMN07255129	dustbin__17	francisella_tularensis	0.9991549253463745	True
data/fcgr/6mer/dustbin__06/SAMN02798190.npy	frankia_alni	SAMN02798190	dustbin__06	frankia_alni	0.40404486656188965	True
data/fcgr/6mer/dustbin__20/SAMN02338736.npy	frankia_casuarinae	SAMN02338736	dustbin__20	frankia_casuarinae	0.8546555042266846	True
data/fcgr/6mer/dustbin__06/SAMN02343076.npy	frankia_sp._ean1pec	SAMN02343076	dustbin__06	frankia_sp._ean1pec	0.3403461277484894	True
data/fcgr/6mer/dustbin__21/SAMN00737778.npy	frankia_sp._qa3	SAMN00737778	dustbin__21	frankia_sp._qa3	0.25766903162002563	True
data/fcgr/6mer/dustbin__02/SAMEA3642870.npy	frondihabitans_sp._pamc_28766	SAMEA3642870	dustbin__02	frondihabitans_sp._pamc_28766	0.9338057637214661	True
data/fcgr/6mer/dustbin__03/SAMN00102950.npy	fusobacterium_gonidiaformans	SAMN00102950	dustbin__03	fusobacterium_gonidiaformans	0.9874052405357361	True
data/fcgr/6mer/dustbin__06/SAMN08501148.npy	fusobacterium_mortiferum	SAMN08501148	dustbin__06	fusobacterium_mortiferum	0.8747671246528625	True
data/fcgr/6mer/dustbin__12/SAMN00249586.npy	fusobacterium_necrophorum	SAMN00249586	dustbin__12	fusobacterium_necrophorum	0.998171329498291	True
data/fcgr/6mer/dustbin__10/SAMN03851012.npy	fusobacterium_nucleatum	SAMN03851012	dustbin__10	fusobacterium_nucleatum	0.9568556547164917	True
data/fcgr/6mer/dustbin__15/SAMN00103539.npy	fusobacterium_ulcerans	SAMN00103539	dustbin__15	fusobacterium_ulcerans	0.9165414571762085	True
data/fcgr/6mer/dustbin__12/SAMN08501142.npy	fusobacterium_varium	SAMN08501142	dustbin__12	fusobacterium_varium	0.3605969250202179	True
data/fcgr/6mer/dustbin__21/SAMN02344108.npy	gallibacterium_anatis	SAMN02344108	dustbin__21	gallibacterium_anatis	0.9997380375862122	True
data/fcgr/6mer/dustbin__17/SAMN05720301.npy	gallionella_capsiferriformans	SAMN05720301	dustbin__17	gallionella_capsiferriformans	0.9901546239852905	True
data/fcgr/6mer/dustbin__14/SAMEA4555954.npy	gardnerella_vaginalis	SAMEA4555954	dustbin__14	gardnerella_vaginalis	0.9999567270278931	True
data/fcgr/6mer/dustbin__13/SAMEA4362477.npy	gemella_morbillorum	SAMEA4362477	dustbin__13	gemella_morbillorum	0.998610258102417	True
data/fcgr/6mer/dustbin__19/SAMN07428546.npy	gemmata_obscuriglobus	SAMN07428546	dustbin__19	gemmata_obscuriglobus	0.9979867935180664	True
data/fcgr/6mer/dustbin__18/SAMN02569809.npy	geobacillus_thermoleovorans	SAMN02569809	dustbin__18	geobacillus_thermoleovorans	0.9955529570579529	True
data/fcgr/6mer/dustbin__21/SAMN03890861.npy	geobacter_sulfurreducens	SAMN03890861	dustbin__21	geobacter_sulfurreducens	0.21029584109783173	True
data/fcgr/6mer/dustbin__05/SAMN05660464.npy	geodermatophilus_obscurus	SAMN05660464	dustbin__05	geodermatophilus_obscurus	0.9847241640090942	True
data/fcgr/6mer/dustbin__16/SAMN04487798.npy	gilliamella_apicola	SAMN04487798	dustbin__16	gilliamella_apicola	0.9652284979820251	True
data/fcgr/6mer/dustbin__15/SAMN02441483.npy	gillisia_sp._hel1_33_143	SAMN02441483	dustbin__15	gillisia_sp._hel1_33_143	0.6605011224746704	True
